title,details_url,location,price_text,property_type_text,area_text,construction_type,year_text,floor_text,description,agency_name,ref_no,num_photos,price_per_m2,total_offers,search_url,scraped_at
Тристаен апартамент в ж.к. Дианабад,/tristaen-apartament-v-j-k-dianabad-10658902,"Дианабад, София",Цена:305 000 €(596 528.15 лв.),Тристаен апартамент в Дианабад,90 кв.м,Панел,1980 г.,3 етаж,"Референтен номер: 2079722

Революшън Естейт представя Тристаен апартамент в ж.к. Дианабад. 

- Етаж: 3-ти от 8-ми. 
- Площ: 90 кв.м. 
- Разпределение: Входно антре, кухня, всекидневна, две спалн..",Революшън Естейт България ООД,,0,3388.89,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:20.700743
Просторен тристаен апартамент за продажба в комплекс ”Театрална”,/prostoren-tristaen-apartament-za-prodajba-v-kompleks-teatralna-10685844,"Оборище, София",Цена:460 000 €(899 681.80 лв.),Тристаен апартамент в Оборище,118 кв.м,Тухла,,5 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: Kbs 135529 

Представяме Ви тристаен апартамент в пре..",SUPRIMMO,,0,3898.31,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:20.705014
Двустаен апартамент в кв. Борово,/dvustaen-apartament-v-kv-borovo-10673230,"Борово, София",Цена:178 000 €(348 137.74 лв.),Двустаен апартамент в Борово,61 кв.м,Панел,1974 г.,7 етаж,"Предлагаме Ви чудесен двустаен апартамент, в кв. Борово

Жилището е с функционално разпределение и удобно вътрешно оформление, което осигурява максимален комфорт и светлина през целия ден: 
просторен ..",АЯКС ИМОТИ,,0,2918.03,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:20.709393
"2-стаен, София, Суха река, 75 кв.м., 179000 €",/2-staen-sofiya-suha-reka-75-kv-m-179000-10614066,"Сухата река, София",Цена:179 000 €(350 093.57 лв.),Двустаен апартамент в Сухата река,75 кв.м,ЕПК/ПК,,2 етаж,"Двустаен апартамент с площ от 75 кв.м, разположен на 2-ри етаж в ЕПК блок с добре поддържани общи части. 

Жилището е с функционално разпределение: 

-просторно антре, 

-южна дневна, 

-спалн..",Адрес недвижими имоти,,0,2386.67,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:20.713608
"3-стаен, София, Борово, 76.67 кв.м., 215000 €",/3-staen-sofiya-borovo-76-67-kv-m-215000-10683808,"Борово, София",Цена:215 000 €(420 503.45 лв.),Тристаен апартамент в Борово,77 кв.м,Панел,,7 етаж,"Tристаен непреходен апартамент със застроена площ от 76,67 кв.м., в които са включени: кухня, хол, две спални, баня, тоалетна, мокро помещение. Отделно от посочената квадратура, имотът разполага и с д..",Адрес недвижими имоти,,0,2792.21,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:20.717827
"2-стаен, София, Борово, 63 кв.м., 226900 €",/2-staen-sofiya-borovo-63-kv-m-226900-10683806,"Борово, София",Цена:226 900 €(443 777.83 лв.),Двустаен апартамент в Борово,63 кв.м,Тухла,,3 етаж,"Просторен двустаен на най-хубавото място в кв. Борово. 
На среден етаж в поддържана тухлена сграда на ул. Солун. 
Имотът е със застроена площ от 63 кв.м., заедно с 3.896% идеални части от общите час..",Адрес недвижими имоти,,0,3601.59,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:20.722060
"3-стаен, София, Суха река, 100 кв.м., 274980 €",/3-staen-sofiya-suha-reka-100-kv-m-274980-10659284,"Сухата река, София",Цена:274 980 €(537 814.13 лв.),Тристаен апартамент в Сухата река,100 кв.м,Тухла,,7 етаж,"ТОП Тристаен апартамент с обща площ от 100,28кв.м. и засроена площ 82,59 кв.м

Състои се от: входно антре, две спални, две санитарни помещения, хол с кухненски бокс и балкон на Юг. 

Отопление на ..",Имотека АД,,0,2749.8,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:20.726284
Двустаен апартамент! ж.к. Белите брези!,/dvustaen-apartament-j-k-belite-brezi-10635798,"Белите Брези, София",Цена:305 000 €(596 528.15 лв.),Двустаен апартамент в Белите Брези,88 кв.м,Тухла,2007 г.,3 етаж,"КУПИ ЗА EUR 1143 на месец! 

’БЕСТ СЕЛЪРС’ предлага на Вашето внимание полуобзаведен двустаен апартамент ж.к. ’Белите брези’. 

За да не изпуснете този имот, обадете се сега и цитирайте този код: 2655..",Best Sellers,,0,3465.91,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:20.730608
"Четиристаен апартамент за продажба в кв. Хиподрума, София",/chetiristaen-apartament-za-prodajba-v-kv-hipodruma-sofiya-10681582,"Хиподрума, София",Цена:454 000 €(887 946.82 лв.),Многостаен апартамент в Хиподрума,168 кв.м,Тухла,2010 г.,5 етаж,"Четиристаен апартамент за продажба в кв. Хиподрума, София

За повече информация и огледи, цитирайте следния код: 264513 

- Тип имот: 4-стаен апартамент
- Локация: София, кв. Хиподрума
- Общa площ: 16..",МАТЕНА ЕООД,,0,2702.38,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:20.734999
"Тристаен апартамент за ПРОДАЖБА, Дианабад",/tristaen-apartament-za-prodajba-dianabad-10681043,"Дианабад, София",Цена:304 000 €(594 572.32 лв.),Тристаен апартамент в Дианабад,90 кв.м,Панел,1980 г.,3 етаж,"... ПРЕДЛАГАМЕ... 
За продажба отлично МЕБЕЛИРАНО, функционално разпределено жилище в близост до бул. „Г. М. Димитров“, МЕТРОСПИРКАТА, МИННО ГЕОЛОЖКИЯ ИНСТИТУТ и бизнес център NV - Минстрой. 
Апарта..",АРСЕНАЛ недвижими имоти,,0,3377.78,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:20.739401
Тристаен апартамент до метростанция ”Мусагеница” в кв. ”Дървеница”,/tristaen-apartament-do-metrostanciya-musagenica-v-kv-darvenica-10680893,"Дървеница, София",Цена:423 690 €(828 665.60 лв.),Тристаен апартамент в Дървеница,179.55 кв.м,Тухла,,7 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: STO-122692 

Представяме просторен, панорамен тристае..",СТОУНХАРД ПРЕМИЪР,,0,2359.73,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:20.743548
Многостаен апартамент на две нива до метростанция ”Мусагеница”,/mnogostaen-apartament-na-dve-niva-do-metrostanciya-musagenica-10680894,"Дървеница, София",Цена:463 580 €(906 683.67 лв.),Мезонет,228.14 кв.м,Тухла,,6 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: STO-122694 

Представяме многостаен апартамент от 228..",СТОУНХАРД ПРЕМИЪР,,0,2032.0,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:20.747681
Двустаен апартамент №4.28 в кула S-Tower на бул. ”Г. М. Димитров” в София,/dvustaen-apartament-4-28-v-kula-s-tower-na-bul-g-m-dimitrov-v-sofiya-10680746,"Дианабад, София",Цена:247 041 €(483 170.20 лв.),Двустаен апартамент в Дианабад,89.83 кв.м,Тухла,,4 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: SOF-128675 

Ексклузивно представяме за продажба двус..",СТОУНХАРД ПРЕМИЪР,,0,2750.09,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:20.751846
