title,details_url,location,price_text,property_type_text,area_text,construction_type,year_text,floor_text,description,agency_name,ref_no,num_photos,price_per_m2,total_offers,offer_type,search_url,scraped_at
Тристаен апартамент за продажба,/tristaen-apartament-za-prodajba-10640088,"Медицинска академия, София",Цена:298 500 €(583 815.26 лв.),Тристаен апартамент в Медицинска академия,85 кв.м,Тухла,2002 г.,2 етаж,"Просторен тристаен апартамент с отлична локация в кв. „Крива река“, до Метростанция „Медицински университет“

Предлагаме за продажба тристаен апартамент с функционално разпределение и чудесна локаци..",вчера,10640088,0,3511.76,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:07:52.483604
Двустаен апартамент в жк. Гоце Делчев № 97563,/dvustaen-apartament-v-jk-goce-delchev-97563-10875008,"Гоце Делчев, София",Цена:290 000 €(567 190.70 лв.),Двустаен апартамент в Гоце Делчев,85 кв.м,Тухла,1998 г.,7 етаж,"Компания ’ЕКС’ представя на Вашето внимание двустаен апартамент в кв. Гоце Делчев. 

МЕСТОПОЛОЖЕНИЕ: Намира се срещу МОЛ България, непосредствено до кръстовището на бул. България и ул. Тодор Каблешк..",X NVD,10875008,0,3411.76,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:07:52.488086
Продавам многостаен апартамент в кв. Изток - гр. София,/prodavam-mnogostaen-apartament-v-kv-iztok-gr-sofiya-9740408,"Изток, София",Цена:530 000 €(1 036 589.90 лв.),Многостаен апартамент в Изток,193 кв.м,Тухла,1977 г.,7 етаж,"Продавам /без комисионно/ четиристаен непреходен апартамент с просторни помещения и етажна височина 2,70 м. / от готов под до таван /. Площта на жилището е 161 кв.м. без общите части от сградата. Към ..",Kostadinova,9740408,0,2746.11,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:07:52.492336
"2-стаен, София, Оборище, 69 кв.м., 320000 €",/2-staen-sofiya-oborishte-69-kv-m-320000-10874765,"Оборище, София",Цена:320 000 €(625 865.60 лв.),Двустаен апартамент в Оборище,69 кв.м,ЕПК/ПК,,5 етаж,"Просторен двустаен апартамент с възможност за преустройство в тристаен. Апартаментът се състои от коридор, голяма и светла дневна с кухненски бокс, спалня, баня с тоалетна, балкон. 

ул. ”Силистра”,..",Имотека АД,10874765,0,4637.68,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:07:52.496644
Тристаен апартамент до мол Сердика! район Оборище!,/tristaen-apartament-do-mol-serdika-raion-oborishte-10873860,"Оборище, София",Цена:320 000 €(625 865.60 лв.),Тристаен апартамент в Оборище,80 кв.м,Тухла,1960 г.,2 етаж,"КУПИ ЗА EUR 1199 на месец! 

’БЕСТ СЕЛЪРС’ предлага на Вашето внимание тристаен апартамент в район ’Оборище’. 

За да не изпуснете този имот, обадете се сега и цитирайте този код: 27966. 

РАЗПР..",Best Sellers,10873860,0,4000.0,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:07:52.501142
"Двустаен, нова тухла, жк Сухата река",/dvustaen-nova-tuhla-jk-suhata-reka-10873810,"Сухата река, София",Цена:108 000 €(211 229.64 лв.),Двустаен апартамент в Сухата река,70 кв.м,Тухла,2012 г.,2 етаж,В близост до предстояща метростанция. Имот в нова тухлена кооперация с перфектно качество и отлична локация с Акт 16 от 2012 година. Сградата е със смесено предназначение - жилища и магазини. Имотът е..,КАСПЕЗИ,10873810,0,1542.86,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:07:52.505622
Тристаен апартамент в Медецинска академия,/tristaen-apartament-v-medecinska-akademiya-10873805,"Медицинска академия, София",Цена:320 000 €(625 865.60 лв.),Тристаен апартамент в Медицинска академия,97 кв.м,Тухла,1966 г.,4 етаж,"Имоти Премиер и представя просторен 3-стаен апартамент с изключителна локация в район Медицинска академия, гр. София

Имаме удоволствието да ви представим този отличен имот - 3-стаен апартамент с обща..",ИМОТИ ПРЕМИЕР ООД,10873805,0,3298.97,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:07:52.510047
Двустаен апартамент в Сухата река,/dvustaen-apartament-v-suhata-reka-10873793,"Сухата река, София",Цена:159 900 €(312 737.22 лв.),Двустаен апартамент в Сухата река,66 кв.м,Панел,1989 г.,4 етаж,"Имоти Премиер и представя 2-стаен апартамент с отлична локация в кв. Сухата река. 

Имаме удоволствието да ви представим този отличен имот - 2-стаен апартамент с обща площ 66 кв.м. Сграда от 1989 г., ..",ИМОТИ ПРЕМИЕР ООД,10873793,0,2422.73,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:07:52.514473
"Продава 2-СТАЕН град София, Редута",/prodava-2-staen-grad-sofiya-reduta-10873556,"Редута, София",Цена:225 000 €(440 061.75 лв.),Двустаен апартамент в Редута,65 кв.м,Тухла,1999 г.,3 етаж,"Предлагаме Ви уютен двустаен апартамент! 

Разпределение: 
- Хол с кухненски бокс: Просторна и светла зона. 
- Спалня: Уютна и спокойна стая. 
- Баня с тоалетна
- Тераса: Допълнително пространст..",ИЙСТ ПРОПЪРТИС,10873556,0,3461.54,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:07:52.518672
"Двустаен, продажба, ж.к Редута",/dvustaen-prodajba-j-k-reduta-10873332,"Редута, София",Цена:225 000 €(440 061.75 лв.),Двустаен апартамент в Редута,65 кв.м,Тухла,1990 г.,3 етаж,"Титан Пропъртис - офис Хиподрума с радост предлага на Вашето внимание двустаен апартамент за продажба в ж.к. Редута, София. 

Жилището с площ 65 кв.м е разположено на 3-ти етаж от 5-етажна сграда. И..",ТИТАН ПРОПЪРТИС СОФИЯ ООД,10873332,0,3461.54,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:07:52.523263
"Двустаен апартамент с отделна кухня в кв. Борово на тиха улица близо до Лидъл, Хепи и Бесо",/dvustaen-apartament-s-otdelna-kuhnya-v-kv-borovo-na-tiha-ulica-blizo-do-lidal-hepi-i-beso-10859140,"Борово, София",Цена:165 000 €(322 711.95 лв.),Двустаен апартамент в Борово,65 кв.м,Панел,1975 г.,1 етаж,"ГАЛЕРИЯ ИМОТИ предлага за продажба 2-стаен Саниран апартамент с отделна кухня в кв. Борово на тиха улица близо до ресторанти Бесо и Хепи: 

*Жилището е за ремонт, което позволява преустройство в 3-с..",Galeria Homes - Real Estate,10859140,0,2538.46,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:07:52.527699
